Date,Adj Close_ELSA.JK,Close_ELSA.JK,High_ELSA.JK,Low_ELSA.JK,Open_ELSA.JK,Volume_ELSA.JK
2017-12-01,239.65280151367188,376.0,376.0,376.0,376.0,0
