Date,Adj Close_TEBE.JK,Close_TEBE.JK,High_TEBE.JK,Low_TEBE.JK,Open_TEBE.JK,Volume_TEBE.JK
2020-01-23,1200.8115234375,1820.0,1820.0,1810.0,1810.0,4208900
2020-01-24,1197.5125732421875,1815.0,1820.0,1810.0,1815.0,2820000
2020-01-27,1187.6158447265625,1800.0,1815.0,1800.0,1815.0,3684000
2020-01-28,1194.2135009765625,1810.0,1810.0,1785.0,1795.0,4073000
2020-01-29,1194.2135009765625,1810.0,1820.0,1805.0,1810.0,3352400
2020-01-30,1190.914794921875,1805.0,1820.0,1805.0,1810.0,3872600
2020-01-31,1187.6158447265625,1800.0,1810.0,1795.0,1805.0,1747400
2020-02-03,1184.3167724609375,1795.0,1795.0,1790.0,1795.0,572900
2020-02-04,1187.6158447265625,1800.0,1805.0,1795.0,1795.0,350900
2020-02-05,1190.914794921875,1805.0,1805.0,1795.0,1800.0,282400
2020-02-06,1187.6158447265625,1800.0,1805.0,1800.0,1805.0,257700
2020-02-07,1187.6158447265625,1800.0,1805.0,1795.0,1800.0,277900
2020-02-10,1184.3167724609375,1795.0,1800.0,1795.0,1795.0,261600
2020-02-11,1184.3167724609375,1795.0,1800.0,1795.0,1795.0,284600
2020-02-12,1184.3167724609375,1795.0,1795.0,1790.0,1795.0,294400
2020-02-13,1184.3167724609375,1795.0,1795.0,1790.0,1795.0,277700
2020-02-14,1184.3167724609375,1795.0,1795.0,1790.0,1795.0,278700
2020-02-17,1181.0179443359375,1790.0,1800.0,1790.0,1790.0,271600
2020-02-18,1184.3167724609375,1795.0,1795.0,1785.0,1785.0,265300
2020-02-19,1187.6158447265625,1800.0,1800.0,1795.0,1795.0,306200
