Date,Adj Close_PSAB.JK,Close_PSAB.JK,High_PSAB.JK,Low_PSAB.JK,Open_PSAB.JK,Volume_PSAB.JK
2017-12-01,148.0636444091797,183.0,183.0,183.0,183.0,0
