Date,Adj Close_MBSS.JK,Close_MBSS.JK,High_MBSS.JK,Low_MBSS.JK,Open_MBSS.JK,Volume_MBSS.JK
2017-12-01,625.0,625.0,625.0,625.0,625.0,0
